10	0.167604858629
20	0.179118135742
30	0.196219228941
40	0.201806294945
50	0.190926002314
60	0.196517837897
70	0.195168538561
80	0.199398123255
90	0.199158298841
100	0.1996121239
110	0.203754818168
120	0.206111619342
130	0.201959191403
140	0.203530209971
150	0.203929707696
160	0.203819788145
170	0.204417670549
180	0.202943436406
190	0.20568451222
200	0.203328555399
210	0.206792218345
220	0.203374811124
230	0.204594211725
240	0.206515346921
250	0.203599230754
260	0.20570904582
270	0.206473288817
280	0.203652018435
290	0.206250904996
300	0.204854401612
310	0.205583502835
320	0.205387101816
330	0.20711300865
340	0.205898757511
350	0.206369680367
360	0.207798252805
370	0.205521929492
380	0.207854754788
390	0.206797261853
400	0.207803135904
410	0.206968559521
420	0.208247025607
430	0.207409454195
440	0.207927261385
450	0.207246596375
460	0.206146054676
470	0.20812288572
480	0.209566010436
490	0.206372671758
500	0.208257807841
9658093
17	11.1649658093
18	12.1649658093
18	13.1649658093
9	14.1649658093
9	15.1649658093
10	16.1649658093
11	8.16496580928
12	9.16496580928
13	10.1649658093
14	11.1649658093
15	12.1649658093
16	13.1649658093
17	14.1649658093
17	15.1649658093
11	16.1649658093
9	8.16496580928
10	9.16496580928
11	10.1649658093
12	11.1649658093
13	12.1649658093
13	13.1649658093
12	14.1649658093
7	15.1649658093
8	16.1649658093
9	8.16496580928
10	9.16496580928
11	10.1649658093
12	11.1649658093
12	12.1649658093
6	13.1649658093
7	14.1649658093
8	15.1649658093
9	16.1649658093
9	8.16496580928
10	9.16496580928
11	10.1649658093
12	11.1649658093
13	12.1649658093
14	13.1649658093
14	14.1649658093
7	15.1649658093
8	16.1649658093
8	8.16496580928
4	9.16496580928
4	10.1649658093
5	11.1649658093
6	12.1649658093
7	13.1649658093
7	14.1649658093
5	15.1649658093
4	16.1649658093
4	8.16496580928
4	9.16496580928
2	10.1649658093
3	11.1649658093
4	12.1649658093
5	13.1649658093
6	14.1649658093
7	15.1649658093
7	16.1649658093
8	8.16496580928
9	9.16496580928
10	10.1649658093
11	11.1649658093
12	12.1649658093
13	13.1649658093
13	14.1649658093
10	15.1649658093
7	16.1649658093
8	8.16496580928
9	9.16496580928
10	10.1649658093
11	11.1649658093
12	12.1649658093
13	13.1649658093
14	14.1649658093
14	15.1649658093
11	16.1649658093
7	8.16496580928
7	9.16496580928
4	10.1649658093
4	11.1649658093
5	12.1649658093
6	13.1649658093
7	14.1649658093
8	15.1649658093
9	16.1649658093
10	8.16496580928
11	9.16496580928
12	10.1649658093
12	11.1649658093
13	12.1649658093
13	13.1649658093
9	14.1649658093
7	15.1649658093
8	16.1649658093
9	8.16496580928
10	9.16496580928
11	10.1649658093
12	11.1649658093
13	12.1649658093
14	13.1649658093
14	14.1649658093
7	15.1649658093
7	16.1649658093
8	8.16496580928
9	9.16496580928
10	10.1649658093
11	11.1649658093
12	12.1649658093
13	13.1649658093
14	14.1649658093
15	15.1649658093
16	16.1649658093
17	8.16496580928
18	9.16496580928
19	10.1649658093
20	11.1649658093
21	12.1649658093
22	13.1649658093
23	14.1649658093
23	15.1649658093
22	16.1649658093
22	8.16496580928
11	9.16496580928
13	10.1649658093
9	11.1649658093
6	12.1649658093
7	13.1649658093
8	14.1649658093
8	15.1649658093
8	16.1649658093
4	8.16496580928
5	9.16496580928
6	10.1649658093
7	11.1649658093
8	12.1649658093
9	13.1649658093
10	14.1649658093
11	15.1649658093
11	16.1649658093
12	8.16496580928
13	9.16496580928
14	10.1649658093
15	11.1649658093
15	12.1649658093
8	13.1649658093
8	14.1649658093
9	15.1649658093
10	16.1649658093
11	8.16496580928
12	9.16496580928
13	10.1649658093
14	11.1649658093
15	12.1649658093
16	13.1649658093
17	14.1649658093
18	15.1649658093
19	16.1649658093
20	8.16496580928
20	9.16496580928
21	10.1649658093
21	11.1649658093
11	12.1649658093
12	13.1649658093
13	14.1649658093
13	15.1649658093
13	16.1649658093
10	8.16496580928
7	9.16496580928
