10	0.149854649757
20	0.147578960035
30	0.141387617979
40	0.133667850837
50	0.136273551224
60	0.12672686895
70	0.145897414235
80	0.14560273268
90	0.172019605742
100	0.172818412781
110	0.148664437947
120	0.165278385604
130	0.15260882967
140	0.155828002294
150	0.164842581724
160	0.167584629364
170	0.155609178901
180	0.156306054065
190	0.157633619757
200	0.159370480895
210	0.169344143487
220	0.166212240286
230	0.158877578395
240	0.164857696353
250	0.165166377201
260	0.157756426908
270	0.163940623765
280	0.161715248785
290	0.161997636202
300	0.161709707619
310	0.170433312849
320	0.165576051379
330	0.167487551538
340	0.162963014201
350	0.168689350899
360	0.166822596044
370	0.165840543286
380	0.170303527278
390	0.174965760235
400	0.169902604557
410	0.166922364738
420	0.17263293497
430	0.172452767687
440	0.169411389174
450	0.168044386224
460	0.171339317658
470	0.170753232043
480	0.168339114792
490	0.167000003478
500	0.172304656008
