10	0.167604858629
20	0.179118135742
30	0.196219228941
40	0.201806294945
50	0.190926002314
60	0.196517837897
70	0.195168538561
80	0.199398123255
90	0.199158298841
100	0.1996121239
110	0.203754818168
120	0.206111619342
130	0.201959191403
140	0.203530209971
150	0.203929707696
160	0.203819788145
170	0.204417670549
180	0.202943436406
190	0.20568451222
200	0.203328555399
210	0.206792218345
220	0.203374811124
230	0.204594211725
240	0.206515346921
250	0.203599230754
260	0.20570904582
270	0.206473288817
280	0.203652018435
290	0.206250904996
300	0.204854401612
310	0.205583502835
320	0.205387101816
330	0.20711300865
340	0.205898757511
350	0.206369680367
360	0.207798252805
370	0.205521929492
380	0.207854754788
390	0.206797261853
400	0.207803135904
410	0.206968559521
420	0.208247025607
430	0.207409454195
440	0.207927261385
450	0.207246596375
460	0.206146054676
470	0.20812288572
480	0.209566010436
490	0.206372671758
500	0.208257807841
