10	0.114908744476
20	0.136582530271
30	0.132772382138
40	0.142434846777
50	0.147821783023
60	0.138635789164
70	0.142011765529
80	0.143087619654
90	0.162882608153
100	0.159979951191
110	0.152312163862
120	0.158234234545
130	0.160620395765
140	0.161759347023
150	0.159102389021
160	0.154650982039
170	0.162015307561
180	0.157480610194
190	0.174153603346
200	0.162794056644
210	0.166064446679
220	0.169062236405
230	0.162629131439
240	0.173062491787
250	0.166082463138
260	0.161973733499
270	0.164199408976
280	0.166139037652
290	0.165499005444
300	0.172178731552
310	0.163617526352
320	0.169757274946
330	0.171916120057
340	0.16496416762
350	0.169339056096
360	0.168500004294
370	0.172267153128
380	0.173482085724
390	0.165791105496
400	0.171195177024
410	0.167626979865
420	0.171527105277
430	0.169087751102
440	0.172991047768
450	0.171676876682
460	0.172128783998
470	0.170759704785
480	0.173887180082
490	0.166830860303
500	0.166466587517
